"Interneti kasutamine";"2011";"Mittetöötavad pensionärid ja teised mitteaktiivsed";36.9
"Interneti kasutamine";"2012";"Mehed";78.7
"Interneti kasutamine";"2012";"Naised";77.2
"Interneti kasutamine";"2012";"16-24-aastased";98.2
"Interneti kasutamine";"2012";"25-34-aastased";97.1
"Interneti kasutamine";"2012";"35-44-aastased";93.5
"Interneti kasutamine";"2012";"45-54-aastased";78.4
"Interneti kasutamine";"2012";"55-64-aastased";58.5
"Interneti kasutamine";"2012";"65-74-aastased";27.7
"Interneti kasutamine";"2012";"Esimese taseme või madalama haridusega isikud";60.7
"Interneti kasutamine";"2012";"Teise taseme haridusega isikud";75.8
"Interneti kasutamine";"2012";"Kolmanda taseme haridusega isikud";90.5
"Interneti kasutamine";"2012";"Töötajad ehk (tööga) hõivatud";89.0
"Interneti kasutamine";"2012";"Töötud";78.9
"Interneti kasutamine";"2012";"Mittetöötavad (üli)õpilased";99.6
"Interneti kasutamine";"2012";"Mittetöötavad pensionärid ja teised mitteaktiivsed";41.8
"Interneti kasutamine";"2013";"Mehed";80.2
"Interneti kasutamine";"2013";"Naised";78.7
"Interneti kasutamine";"2013";"16-24-aastased";98.1
"Interneti kasutamine";"2013";"25-34-aastased";97.8
"Interneti kasutamine";"2013";"35-44-aastased";92.5
"Interneti kasutamine";"2013";"45-54-aastased";80.5
"Interneti kasutamine";"2013";"55-64-aastased";62.9
"Interneti kasutamine";"2013";"65-74-aastased";31.7
"Interneti kasutamine";"2013";"Esimese taseme või madalama haridusega isikud";65.3
"Interneti kasutamine";"2013";"Teise taseme haridusega isikud";76.2
"Interneti kasutamine";"2013";"Kolmanda taseme haridusega isikud";91.3
"Interneti kasutamine";"2013";"Töötajad ehk (tööga) hõivatud";88.4
"Interneti kasutamine";"2013";"Töötud";85.1
"Interneti kasutamine";"2013";"Mittetöötavad (üli)õpilased";99.2
"Interneti kasutamine";"2013";"Mittetöötavad pensionärid ja teised mitteaktiivsed";46.4
"Interneti kasutamine";"2014";"Mehed";84.7
"Interneti kasutamine";"2014";"Naised";83.8
"Interneti kasutamine";"2014";"16-24-aastased";99.5
"Interneti kasutamine";"2014";"25-34-aastased";98.8
"Interneti kasutamine";"2014";"35-44-aastased";96.1
"Interneti kasutamine";"2014";"45-54-aastased";86.4
"Interneti kasutamine";"2014";"55-64-aastased";70.1
"Interneti kasutamine";"2014";"65-74-aastased";44.4
"Interneti kasutamine";"2014";"Esimese taseme või madalama haridusega isikud";68.9
"Interneti kasutamine";"2014";"Teise taseme haridusega isikud";81.7
"Interneti kasutamine";"2014";"Kolmanda taseme haridusega isikud";94.9
"Interneti kasutamine";"2014";"Töötajad ehk (tööga) hõivatud";92.9
"Interneti kasutamine";"2014";"Töötud";83.1
"Interneti kasutamine";"2014";"Mittetöötavad (üli)õpilased";100.0
"Interneti kasutamine";"2014";"Mittetöötavad pensionärid ja teised mitteaktiivsed";56.4
"Interneti kasutamine";"2015";"Mehed";89.5
"Interneti kasutamine";"2015";"Naised";87.4
"Interneti kasutamine";"2015";"16-24-aastased";100.0
"Interneti kasutamine";"2015";"25-34-aastased";99.6
"Interneti kasutamine";"2015";"35-44-aastased";98.2
"Interneti kasutamine";"2015";"45-54-aastased";94.2
"Interneti kasutamine";"2015";"55-64-aastased";75.9
"Interneti kasutamine";"2015";"65-74-aastased";54.4
"Interneti kasutamine";"2015";"Esimese taseme või madalama haridusega isikud";73.6
"Interneti kasutamine";"2015";"Teise taseme haridusega isikud";86.8
"Interneti kasutamine";"2015";"Kolmanda taseme haridusega isikud";95.9
"Interneti kasutamine";"2015";"Töötajad ehk (tööga) hõivatud";95.8
"Interneti kasutamine";"2015";"Töötud";85.9
"Interneti kasutamine";"2015";"Mittetöötavad (üli)õpilased";100.0
"Interneti kasutamine";"2015";"Mittetöötavad pensionärid ja teised mitteaktiivsed";63.8
"Interneti kasutamine";"2016";"Mehed";87.1
"Interneti kasutamine";"2016";"Naised";87.3
"Interneti kasutamine";"2016";"16-24-aastased";99.8
"Interneti kasutamine";"2016";"25-34-aastased";99.7
"Interneti kasutamine";"2016";"35-44-aastased";98.7
"Interneti kasutamine";"2016";"45-54-aastased";90.2
"Interneti kasutamine";"2016";"55-64-aastased";75.9
"Interneti kasutamine";"2016";"65-74-aastased";51.3
"Interneti kasutamine";"2016";"Esimese taseme või madalama haridusega isikud";74.2
"Interneti kasutamine";"2016";"Teise taseme haridusega isikud";85.6
"Interneti kasutamine";"2016";"Kolmanda taseme haridusega isikud";93.7
"Interneti kasutamine";"2016";"Töötajad ehk (tööga) hõivatud";95.2
"Interneti kasutamine";"2016";"Töötud";87.0
"Interneti kasutamine";"2016";"Mittetöötavad (üli)õpilased";100.0
"Interneti kasutamine";"2016";"Mittetöötavad pensionärid ja teised mitteaktiivsed";62.4
